compoundName	iupacName	cas	kegg	hmdb	pubchem	chebi	foodb	lipidmaps	molecularFormula	molecularWeight	afc_id	original_smiles	inchikey	Canonical_Smiles	contains_sugars	contains_ring_sugars	contains_linear_sugars	number_of_carbons	number_of_nitrogens	number_of_oxygens	number_of_rings	max_number_of_rings	min_number_of_rings	sugar_free_heavy_atom_number	sugar_free_total_atom_number	total_atom_number	bond_count	murko_framework	ertlFunctionalFragments	ertlFunctionalFragmentsPseudoSmiles	alogp	alogp2	amralogp	apol	bpol	eccentricConnectivityIndexDescriptor	fmfDescriptor	fsp3	fragmentComplexityDescriptor	numberSpiroAtoms	lipinskiRuleOf5Failures	xlogp	zagrebIndex	topoPSA	tpsaEfficiency
(3R)-3-hydroxy-3-methyl-5-(phosphonooxy)pentanoic acid		73566-35-5	C01107	HMDB0001343	439400	17436	FDB031001	LMFA01050415	C6H13O7P	228.1372413034489	AFC000672	CC(CCOP(=O)(O)O)(CC(=O)O)O	OKZYCXHTTZZYSK-UHFFFAOYSA-N	C([H])([H])([H])C(C([H])([H])C([H])([H])OP(=O)(O[H])O[H])(C([H])([H])C(=O)O[H])O[H]	0	false	false	6	0	7	null	0	0	null	null	null	13	null	{*C(=O)O[H]=1, [H]O[C]=1, *OP(=O)(O[H])O[H]=1}	{ROP(=O)(O[H])O[H]=1, RC(=O)O[H]=1, [H]O[C]=1}	-1.7072999999999992	2.914873289999997	45.65260000000001	28.472308999999978	25.523691	163	0.0	0.8333333333333334	494.08	0	0	-2.085	64.0	134.10000000000002	0.5880550124851657
O-succinyl-L-homoserine		1492-23-5	C01118		439406	16160	FDB031067		C8H13NO6	219.19224974649154	AFC000673	C(COC(=O)CCC(=O)O)C(C(=O)O)N	GNISQJGXJIDKDJ-UHFFFAOYSA-N	C([H])([H])(C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])(C(=O)O[H])N([H])[H])C(=O)O[H]	0	false	false	8	1	6	null	0	0	null	null	null	14	null	{*OC(*)=O=1, *C(=O)O[H]=2, [H]N([H])[C]=1}	{RC(=O)O[H]=2, [H]N([H])[C]=1, ROC(R)=O=1}	-1.227400000000001	1.5065107600000023	47.0263	28.66030899999998	18.341691	218	0.0	0.625	519.07	0	0	-3.488	62.0	126.92	0.5793468583613778
mevalonate-diphosphate		4872-34-8	C01143	HMDB0001090	439418	15899	FDB031002	LMFA01050416	C6H14O10P2	308.1171584699829	AFC000674	CC(CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O	SIGQQUBJQXSAMW-UHFFFAOYSA-N	C([H])([H])([H])C(C([H])([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H])(C([H])([H])C(=O)O[H])O[H]	0	false	false	6	0	10	null	0	0	null	null	null	17	null	{*C(=O)O[H]=1, *OP(=O)(OP(=O)(O[H])O[H])O[H]=1, [H]O[C]=1}	{RC(=O)O[H]=1, [H]O[C]=1, ROP(=O)(OP(=O)(O[H])O[H])O[H]=1}	-2.5175999999999994	6.338309759999997	56.794399999999996	35.17510199999998	36.970898	267	0.0	0.8333333333333334	655.12	0	0	-3.314	86.0	190.44	0.6182992020644367
7-dehydrocholesterol		434-16-2	C01164	HMDB0000032	439423	17759	FDB021882	LMST01010069	C27H44O	384.63866730917954	AFC000675	CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C	UCTLRSWJYQTBFZ-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3=C([H])C([H])=C4C([H])([H])C([H])(C([H])([H])C([H])([H])C4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C12C([H])([H])[H])O[H]	0	false	false	27	0	1	null	10	4	null	null	null	31	C=1C=C2C(CCC3CCCC23)C4C1CCCC4	{[H]O[C]=1, [C]=[C][C]=[C]=1}	{[H]O[C]=1, [C]=[C][C]=[C]=1}	7.126099999999997	50.78130120999997	121.4657	77.66089199999993	48.10110799999999	669	0.2361111111111111	0.8518518518518519	4869.01	0	1	9.515000000000002	158.0	20.23	0.05263579451784627
beta-D-glucose-6-phosphate		15209-12-8	C01172	HMDB0003498	439427	17719	FDB031291		C6H13O9P	260.13605115858775	AFC000676	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O	NBSCHQHZLSJFNQ-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O[H])O1)O[H])O[H])O[H])OP(=O)(O[H])O[H]	0	false	false	6	0	9	null	1	1	null	null	null	16	O1CCCCC1	{[H]O[C]=3, *OP(=O)(O[H])O[H]=1, *O[C]O[H]=1}	{RO[C]O[H]=1, ROP(=O)(O[H])O[H]=1, [H]O[C]=3}	-3.3237	11.04698169	47.0652	30.076308999999977	26.481691000000005	196	0.20689655172413793	1.0	601.1	0	1	-3.3549999999999995	80.0	166.72	0.6411574833867079
(S)-3-amino-2-methylpropanoate		4249-19-8	C03284	HMDB0002166	439434	33094	FDB030157		C4H9NO2	103.11992343375893	AFC000677	CC(CN)C(=O)O	QCHPKSFMDHPSNR-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])N([H])[H])C(=O)O[H]	0	false	false	4	1	2	null	0	0	null	null	null	6	null	{*C(=O)O[H]=1, [H]N([H])[C]=1}	{RC(=O)O[H]=1, [H]N([H])[C]=1}	-0.4808000000000002	0.23116864000000023	25.2773	15.745137000000001	10.136862999999996	36	0.0	0.75	183.03	0	0	-0.7330000000000001	26.0	63.32000000000001	0.6143795363915243
N-methylethanolamine phosphate			C01210	HMDB0060173	439436	16463	FDB031042		C3H10NO4P	155.08969977593537	AFC000678	CNCCOP(=O)(O)O	HZDCAHRLLXEQFY-UHFFFAOYSA-N	C([H])([H])([H])N([H])C([H])([H])C([H])([H])OP(=O)(O[H])O[H]	0	false	false	3	1	4	null	0	0	null	null	null	8	null	{*N(*)[H]=1, *OP(=O)(O[H])O[H]=1}	{ROP(=O)(O[H])O[H]=1, RN(R)[H]=1}	-1.5654999999999994	2.450790249999998	32.1275	19.88592999999999	21.94607	76	0.0	1.0	252.06	0	0	-2.1140000000000003	36.0	88.60000000000001	0.5714848005571032
"D-myo-inositol (1,4)-bisphosphate"		47055-78-7	C01220	HMDB0000968	439444	17816	FDB022343		C6H14O12P2	340.1159683251217	AFC000679	C1(C(C(C(C(C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O	PELZSPZCXGTUMR-UHFFFAOYSA-N	C1([H])(C([H])(C([H])(C([H])(C([H])(C1([H])OP(=O)(O[H])O[H])O[H])O[H])OP(=O)(O[H])O[H])O[H])O[H]	0	false	false	6	0	12	null	1	1	null	null	null	20	C1CCCCC1	{[H]O[C]=4, *OP(=O)(O[H])O[H]=2}	{ROP(=O)(O[H])O[H]=2, [H]O[C]=4}	-4.684800000000001	21.947351040000008	58.0586	36.77910199999997	36.012898	266	0.17647058823529413	1.0	776.14	0	2	-5.631999999999998	104.0	234.05999999999997	0.68841976424883
"6-phospho-D-glucono-1,5-lactone"		2641-81-8	C01236	HMDB0001127	439452	16938	FDB022440		C6H11O9P	258.1201696509362	AFC000680	C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)(O)O	IJOJIVNDFQSGAB-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C([H])(C(=O)O1)O[H])O[H])O[H])OP(=O)(O[H])O[H]	0	false	false	6	0	9	null	1	1	null	null	null	16	O1CCCCC1	{*OC(*)=O=1, [H]O[C]=3, *OP(=O)(O[H])O[H]=1}	{ROP(=O)(O[H])O[H]=1, [H]O[C]=3, ROC(R)=O=1}	-2.9326000000000008	8.600142760000004	45.99570000000001	28.74272299999998	25.253277000000004	196	0.2222222222222222	0.8333333333333334	489.1	0	0	-2.861	80.0	163.56	0.6339189212106741
N-acetyl-beta-D-glucosaminylamine			C01239	HMDB0001104	439454	15947	FDB031028		C8H16N2O5	220.22337028743547	AFC000681	CC(=O)NC1C(C(C(OC1N)CO)O)O	MCGXOCXFFNKASF-UHFFFAOYSA-N	C([H])([H])([H])C(=O)N([H])C1([H])C([H])(C([H])(C([H])(C([H])([H])O[H])OC1([H])N([H])[H])O[H])O[H]	0	false	false	8	2	5	null	1	1	null	null	null	15	O1CCCCC1	{*C(=O)N(*)*=1, [H]O[C]=3, *O[C]N(*)*=1}	{RC(=O)N(R)R=1, [H]O[C]=3, RO[C]N(R)R=1}	-3.0712	9.43226944	48.68220000000001	30.958687999999974	20.365312	169	0.1935483870967742	0.875	751.07	0	0	-1.9840000000000002	72.0	125.04	0.5680901226293175
"D-myo-inositol (1,3,4)-trisphosphate"		98102-63-7	C01243	HMDB0001143	439455	18228	FDB022450		C6H15O15P3	420.0958854916557	AFC000682	C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	MMWCIQZXVOZEGG-UHFFFAOYSA-N	C1([H])(C([H])(C([H])(C([H])(C([H])(C1([H])OP(=O)(O[H])O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])O[H])O[H]	0	false	false	6	0	15	null	1	1	null	null	null	24	C1CCCCC1	{[H]O[C]=3, *OP(=O)(O[H])O[H]=3}	{ROP(=O)(O[H])O[H]=3, [H]O[C]=3}	-5.4951	30.19612401	69.2004	43.48189499999997	47.460105000000006	328	0.15384615384615385	1.0	969.18	0	2	-7.289999999999998	126.0	290.4	0.6914905097646882
"D-myo-inositol (1,4,5)-trisphosphate"		85166-31-0	C01245	HMDB0001498	439456	16595	FDB022657		C6H15O15P3	420.0958854916557	AFC000683	C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	MMWCIQZXVOZEGG-UHFFFAOYSA-N	C1([H])(C([H])(C([H])(C([H])(C([H])(C1([H])OP(=O)(O[H])O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])O[H])O[H]	0	false	false	6	0	15	null	1	1	null	null	null	24	C1CCCCC1	{[H]O[C]=3, *OP(=O)(O[H])O[H]=3}	{ROP(=O)(O[H])O[H]=3, [H]O[C]=3}	-5.4951	30.19612401	69.2004	43.48189499999997	47.460105000000006	328	0.15384615384615385	1.0	969.18	0	2	-7.289999999999998	126.0	290.4	0.6914905097646882
"D-myo-inositol (1,3,4,5,6)-pentakisphosphate"		20298-97-9	C01284	HMDB0003529	439468	16322	FDB023187		C6H17O21P5	580.0557198247235	AFC000684	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O	CTPQAXVNYGZUAJ-UHFFFAOYSA-N	C1([H])(C([H])(C([H])(C([H])(C([H])(C1([H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])OP(=O)(O[H])O[H])O[H]	0	false	false	6	0	21	null	1	1	null	null	null	32	C1CCCCC1	{[H]O[C]=1, *OP(=O)(O[H])O[H]=5}	{ROP(=O)(O[H])O[H]=5, [H]O[C]=1}	-7.1157	50.63318649000001	91.48400000000001	56.887480999999966	70.35451899999998	468	0.12244897959183673	1.0	1409.26	0	3	-10.177000000000001	170.0	403.08000000000004	0.6950913039430455
cysteinylglycine		19246-18-5	C01419	HMDB0000078	439498	4047	FDB021891		C5H10N2O3S	178.210793212016	AFC000685	C(C(C(=O)NCC(=O)O)N)S	ZUKPVRWZDMRIEO-UHFFFAOYSA-N	C([H])([H])(C(=O)O[H])N([H])C(=O)C([H])(C([H])([H])S[H])N([H])[H]	0	false	false	5	2	3	null	0	0	null	null	null	10	null	{*C(=O)O[H]=1, *C(=O)N(*)*=1, [H]N([H])[C]=1, *S[H]=1}	{RC(=O)O[H]=1, RS[H]=1, RC(=O)N(R)R=1, [H]N([H])[C]=1}	-1.2442999999999997	1.5482824899999994	41.196799999999996	22.973929999999985	15.128069999999996	107	0.0	0.6	290.06	0	0	-3.4029999999999996	44.0	131.22	0.7370203654326728
nigerose		497-48-3	C01518	HMDB0029882	439512	7570	FDB001117		C12H22O11	342.2969815488865	AFC000686	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	QIGJYVCQYDKYDW-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O1)OC2([H])C([H])(C([H])(C([H])([H])O[H])OC([H])(C2([H])O[H])O[H])O[H])O[H])O[H])O[H])O[H]	0	false	false	12	0	11	null	2	2	null	null	null	24	O1CCC(OC2OCCCC2)CC1	{[H]O[C]=7, *O[C]O*=1, *O[C]O[H]=1}	{RO[C]O[H]=1, RO[C]OR=1, [H]O[C]=7}	-4.2603	18.15015609	68.3367	44.611445999999965	29.798554000000006	372	0.28888888888888886	1.0	1610.11	0	2	-3.662999999999998	118.0	189.52999999999997	0.5539930398378793
stachyose		470-55-3	C01613	HMDB0003553	439531	17164	FDB012320		C24H42O21	666.5786766625516	AFC000687	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O	UQZIYBXSHAGNOE-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C2([H])C([H])(C([H])(C([H])(C([H])(OC([H])([H])C3([H])C([H])(C([H])(C([H])(C([H])(O3)OC4(C([H])([H])O[H])C([H])(C([H])(C([H])(C([H])([H])O[H])O4)O[H])O[H])O[H])O[H])O[H])O2)O[H])O[H])O[H])O1)O[H])O[H])O[H])O[H]	0	false	false	24	0	21	null	4	4	null	null	null	48	O1CCCCC1OCC2OC(OCC3OC(OC4OCCC4)CCC3)CCC2	{*O[C]O[C]O*=1, [H]O[C]=14, *O[C]O*=2}	{RO[C]OR=2, [H]O[C]=14, RO[C]O[C]OR=1}	-7.804299999999998	60.90709848999997	133.6007	87.08730599999993	59.32669399999999	1477	0.3218390804597701	1.0	6120.21	0	4	-6.350999999999999	240.0	347.83000000000004	0.5220933471833905
alpha-L-fucose		6696-41-9	C20835	HMDB0000174	439554	42548	FDB020543		C6H12O5	164.15672906448435	AFC000688	CC1C(C(C(C(O1)O)O)O)O	SHZGCJCMOBCMKK-UHFFFAOYSA-N	C([H])([H])([H])C1([H])C([H])(C([H])(C([H])(C([H])(O[H])O1)O[H])O[H])O[H]	0	false	false	6	0	5	null	1	1	null	null	null	11	O1CCCCC1	{[H]O[C]=3, *O[C]O[H]=1}	{RO[C]O[H]=1, [H]O[C]=3}	-1.6251999999999998	2.641275039999999	34.3791	22.571515999999985	15.034483999999996	89	0.2608695652173913	1.0	419.05	0	0	-0.994	54.0	90.15	0.5494657083451895
desmosterol		313-04-2	C01802	HMDB0002719	439577	17737	FDB005374	LMST01010016	C27H44O	384.63866730917954	AFC000689	CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	AVSXSVCZWQODGV-UHFFFAOYSA-N	C([H])([H])([H])C(=C([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])=C4C([H])([H])C([H])(C([H])([H])C([H])([H])C4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])C12C([H])([H])[H])O[H])C([H])([H])[H]	0	false	false	27	0	1	null	10	4	null	null	null	31	C1=C2CCCCC2C3CCC4CCCC4C3C1	{[C]=[C]=2, [H]O[C]=1}	{[C]=[C]=2, [H]O[C]=1}	7.126099999999997	50.78130120999997	121.4657	77.66089199999993	48.10110799999999	669	0.2361111111111111	0.8518518518518519	4869.01	0	1	9.661000000000001	158.0	20.23	0.05263579451784627
maltotriose		9057-02-7	C01835	HMDB0001262	439586	140999	FDB001196		C18H32O16	504.43782910571923	AFC000690	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O	FYGDTMLNYKFZSV-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O1)OC2([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C2([H])O[H])O[H])OC3([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C3([H])O[H])O[H])O[H])O[H])O[H])O[H])O[H]	0	false	false	18	0	16	null	3	3	null	null	null	36	O1CCCC(OC2OCC(OC3OCCCC3)CC2)C1	{[H]O[C]=10, *O[C]O*=2, *O[C]O[H]=1}	{RO[C]O[H]=1, RO[C]OR=2, [H]O[C]=10}	-6.007199999999999	36.08645183999999	100.75	65.84937599999995	44.562624	820	0.30303030303030304	1.0	3502.16	0	3	-5.628999999999998	178.0	268.67999999999995	0.5329165049373628
maltohexaose		34620-77-4	C01936	HMDB0012253	439606	143182	FDB001191		C36H62O31	990.8603717762165	AFC000691	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O	OCIBBXPLUVYKCH-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O1)OC2([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C2([H])O[H])O[H])OC3([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C3([H])O[H])O[H])OC4([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C4([H])O[H])O[H])OC5([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C5([H])O[H])O[H])OC6([H])C([H])(C([H])([H])O[H])OC([H])(C([H])(C6([H])O[H])O[H])O[H])O[H])O[H])O[H])O[H]	0	false	false	36	0	31	null	6	6	null	null	null	72	O1CCCC(OC2OCC(OC3OCC(OC4OCC(OC5OCC(OC6OCCCC6)CC5)CC4)CC3)CC2)C1	{[H]O[C]=19, *O[C]O*=5, *O[C]O[H]=1}	{RO[C]O[H]=1, RO[C]OR=5, [H]O[C]=19}	-11.2479	126.51525441	197.9899	129.56316600000002	88.85483400000001	3276	0.3178294573643411	1.0	13534.31	0	4	-11.527000000000008	358.0	506.13000000000017	0.5110733543604246
phytanoyl-CoA		146622-45-9	C02060	HMDB0001359	439640	15538	FDB022577		C41H74N7O17P3S	1062.0519636523848	AFC000692	CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O	NRJQGHHZMSOUEN-UHFFFAOYSA-N	C([H])([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C1([H])C([H])(C([H])(C([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])O1)O[H])OP(=O)(O[H])O[H])O[H]	0	false	false	41	7	17	null	4	3	null	null	null	71	n1cnc2c(ncn2C3OCCC3)c1	{*SC(*)=O=1, *O*=1, [H]N([H])[c]=1, *C(=O)N(*)*=2, *n(*)*=4, *OP(=O)(OP(=O)(O*)O[H])O[H]=1, *OP(=O)(O[H])O[H]=1, [H]O[C]=2}	{ROR=1, RN*(R)R=4, ROP(=O)(OP(=O)(OR)O[H])O[H]=1, ROP(=O)(O[H])O[H]=1, [H]N([H])[C*]=1, RC(=O)N(R)R=2, [H]O[C]=2, RSC(R)=O=1}	2.189300000000004	4.793034490000017	255.7258	156.62668200000059	127.54531800000028	4546	0.0979020979020979	0.8048780487804879	16333.28	0	4	2.6610000000000054	344.0	415.0800000000001	0.3910656461873838
chlorophyllide a		14897-06-4	C02139		439664	16900	FDB030722		[C35H34N4O5]2-	590.6695794836473	AFC000693	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]	AXNGBNDQHOVSCG-UHFFFAOYSA-L	C([H])([H])=C([H])C1=C2C([H])=C3C(=C(C([H])([H])C([H])([H])[H])C(=N3)C([H])=C4C(=C5C(=C(C([H])(C5=O)C(=O)OC([H])([H])[H])C6=NC(=C([H])C(=C1C([H])([H])[H])[N-]2)C([H])(C([H])([H])[H])C6([H])C([H])([H])C([H])([H])C(=O)O[H])[N-]4)C([H])([H])[H])C([H])([H])[H]	0	false	false	35	4	5	null	33	6	null	null	null	49	n1c2C=Cc1cc3cc4c([nH]3)c(c5nc(cc6ccc(c2)[nH]6)CC5)CC4	{[C]=[C]=2, *C(*)=O=1, *OC(*)=O=1, *C(=O)O[H]=1, *n(*)*=4}	{[C]=[C]=2, RN*(R)R=4, RC(R)=O=1, RC(=O)O[H]=1, ROC(R)=O=1}	3.5626	12.692118760000001	170.1106	92.68096199999995	47.239037999999994	1075	0.3333333333333333	0.34285714285714286	4997.09	0	1	1.5050000000000003	248.0	105.39	0.17855057788859788
D-(-)-threose		95-43-2	C06463		439665	28587			C4H8O4	120.10408932803594	AFC000694	C(C(C(C=O)O)O)O	YTBSYETUWUMLBZ-UHFFFAOYSA-N	C([H])(=O)C([H])(C([H])(C([H])([H])O[H])O[H])O[H]	0	false	false	4	0	4	null	0	0	null	null	null	7	null	{*[C]=O=1, [H]O[C]=3}	{R[C]=O=1, [H]O[C]=3}	-1.6625000000000003	2.763906250000001	25.495700000000003	15.582344	9.703655999999997	52	0.0	0.75	169.04	0	0	-1.981	30.0	77.76	0.6477718831583449
beta-D-mannose		7322-31-8	C02209		439680	28563			C6H12O6	180.15613399205375	AFC000695	C(C1C(C(C(C(O1)O)O)O)O)O	WQZGKKKJIJFFOK-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C([H])(C([H])(O[H])O1)O[H])O[H])O[H])O[H]	0	false	false	6	0	6	null	1	1	null	null	null	12	O1CCCCC1	{[H]O[C]=4, *O[C]O[H]=1}	{RO[C]O[H]=1, [H]O[C]=4}	-2.5134000000000003	6.317179560000001	35.9234	23.37351599999998	15.034483999999996	108	0.25	1.0	444.06	0	0	-1.6970000000000007	58.0	110.38000000000001	0.6130063482769043
digalacturonate		5894-59-7	C02273	HMDB0039721	439694	141006	FDB019359		C12H18O13	370.2640283887222	AFC000696	C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)O)O)O)C(=O)O)O)O	IGSYEZFZPOZFNC-UHFFFAOYSA-N	C1([H])(C([H])(C([H])(C(=O)O[H])OC([H])(C1([H])O[H])OC2([H])C([H])(C([H])(C([H])(O[H])OC2([H])C(=O)O[H])O[H])O[H])O[H])O[H]	0	false	false	12	0	13	null	2	2	null	null	null	26	O1CCCC(OC2OCCCC2)C1	{*C(=O)O[H]=2, [H]O[C]=5, *O[C]O*=1, *O[C]O[H]=1}	{RO[C]O[H]=1, RO[C]OR=1, RC(=O)O[H]=2, [H]O[C]=5}	-3.8425000000000002	14.764806250000001	68.2217	43.54827399999998	27.34172600000001	408	0.3023255813953488	0.8333333333333334	1336.13	0	2	-3.3489999999999984	130.0	223.66999999999996	0.6043914254066808
beta-D-fructofuranose		53188-23-1	C02336	HMDB0000660	439709	28645	FDB031286		C6H12O6	180.15613399205375	AFC000697	C(C1C(C(C(O1)(CO)O)O)O)O	RFSUNEUAIZKAJO-UHFFFAOYSA-N	C([H])([H])(C1([H])C([H])(C([H])(C(C([H])([H])O[H])(O[H])O1)O[H])O[H])O[H]	0	false	false	6	0	6	null	1	1	null	null	null	12	O1CCCC1	{[H]O[C]=4, *O[C]O[H]=1}	{RO[C]O[H]=1, [H]O[C]=4}	-2.5636000000000005	6.572044960000003	36.360800000000005	23.37351599999998	15.034483999999996	105	0.20833333333333334	1.0	444.06	0	0	-1.7400000000000004	60.0	110.38000000000001	0.6130063482769043
(S)-(+)-allantoin		3844-67-5	C02350	HMDB0000462	439714	15678	FDB031153		C4H6N4O3	158.11561572095886	AFC000698	C1(C(=O)NC(=O)N1)NC(=O)N	POJWUDADGALRAB-UHFFFAOYSA-N	C1([H])(C(=O)N([H])C(=O)N1[H])N([H])C(=O)N([H])[H]	0	false	false	4	4	3	null	1	1	null	null	null	11	N1CNCC1	{*N(*)C(=O)N(*)[C]1C(=O)N(*)C(=O)N1*=1}	{RN(R)C(=O)N(R)[C]1C(=O)N(R)C(=O)N1R=1}	-1.7647	3.11416609	32.0042	17.846757999999994	10.753241999999998	100	0.29411764705882354	0.25	179.07	0	0	-1.1690000000000005	52.0	113.32000000000001	0.7170155597989851
3-cyano-L-alanine		6232-19-5	C02512	HMDB0060245	439742	16934	FDB030412		C4H6N2O2	114.10280437931755	AFC000699	C(C#N)C(C(=O)O)N	BXRLWGXPSRYJDZ-UHFFFAOYSA-N	C([H])([H])(C#N)C([H])(C(=O)O[H])N([H])[H]	0	false	false	4	2	2	null	0	0	null	null	null	7	null	{*C(=O)O[H]=1, [H]N([H])[C]=1, [C]#N=1}	{RC(=O)O[H]=1, [H]N([H])[C]=1, [C]#N=1}	-0.9705999999999999	0.9420643599999998	25.5871	14.844758	7.517242	54	0.0	0.5	113.04	0	0	-3.596	30.0	87.11	0.763835179975898
3-dehydroshikimate		2922-42-1	C02637		439774	30918	FDB030416		C7H8O5	172.13570194596923	AFC000700	C1C(C(C(=O)C=C1C(=O)O)O)O	SLWWJZMPHJJOPH-UHFFFAOYSA-N	C1([H])=C(C([H])([H])C([H])(C([H])(C1=O)O[H])O[H])C(=O)O[H]	0	false	false	7	0	5	null	1	1	null	null	null	12	C1=CCCCC1	{[H]O[C]=2, *C(=O)[C]=[C]C(=O)O[H]=1}	{RC(=O)[C]=[C]C(=O)O[H]=1, [H]O[C]=2}	-0.9316000000000003	0.8678785600000006	38.3434	21.664343999999986	10.661655999999997	110	0.3	0.42857142857142855	268.05	0	0	-1.1010000000000002	58.0	94.83	0.5512180777567552
3-dehydrosphinganine		16105-69-4	C02934	HMDB0001480	439853	17862	FDB022645	LMSP01020002	C18H37NO2	299.4925670959126	AFC000701	CCCCCCCCCCCCCCCC(=O)C(CO)N	KBUNOSOGGAARKZ-UHFFFAOYSA-N	C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])(C([H])([H])O[H])N([H])[H]	0	false	false	18	1	2	null	0	0	null	null	null	20	null	{*C(*)=O=1, [H]O[C]=1, [H]N([H])[C]=1}	{RC(R)=O=1, [H]O[C]=1, [H]N([H])[C]=1}	5.094599999999998	25.95494915999998	90.10710000000002	59.055340999999956	40.746658999999994	550	0.0	0.9444444444444444	2829.03	0	2	6.125	82.0	63.31999999999999	0.2115727278807034
