Compound	IUPAC	Alternative_names	CAS_ID	KEGG_ID	HMDB	PubChem	ChEBI_ID	FooDB	LipidMaps	Molecular_formula	Molecular_weight	Source_databases	AFC_ID	canonical_SMILES
alpha-D-ribose-1-phosphate			14075-00-4	C00620	HMDB0001489	439236	16300	FDB022650	no entry found			CuCyc	AFC000651	C(C1C(C(C(O1)OP(=O)(O)O)O)O)O
raffinose			512-69-6	C00492	HMDB0003213	439242	16634	FDB000661	no entry found			"CuCyc;PMID_20566864;PMID_30451416"	AFC000652	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O
(-)-(4S)-limonene			5989-54-8	C00521	HMDB0004321	439250	15383	FDB006329	LMPR0102090002			CuCyc	AFC000653	CC1=CCC(CC1)C(=C)C
L-arabinitol		"L-arabitol;L-lyxitol"	7643-75-6	C00532	HMDB0001851	439255	18403	FDB022709	no entry found			CuCyc	AFC000654	C(C(C(C(CO)O)O)O)O
L-cystathionine			56-88-2	C02291	HMDB0000099	439258	17482	FDB001976	no entry found			CuCyc	AFC000655	C(CSCC(C(=O)O)N)C(C(=O)O)N
noradrenaline		norepinephrine	51-41-2	C00547	HMDB0000216	439260	18357	FDB016812	no entry found			CuCyc	AFC000656	C1=CC(=C(C=C1C(CN)O)O)O
sn-glycerol-1-phosphate			5746-57-6	C00623	HMDB0000126	439276	16221	FDB021800	no entry found			CuCyc	AFC000657	C(C(COP(=O)(O)O)O)O
2-phospho-D-glycerate			3443-57-0	C00631	HMDB0003391	439278	17835	FDB001407	no entry found			CuCyc	AFC000658	C(C(C(=O)O)OP(=O)(O)O)O
alpha-D-mannose 1-phosphate			15978-07-1	C00636	HMDB0006330	439279	18205	FDB031268	no entry found			CuCyc	AFC000659	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
(2S,6S)-2,6-diaminoheptanedioic acid		L,L-diaminopimelate	14289-34-0	C00666	HMDB0001370	439283	16026	FDB030951	LMFA01170102			CuCyc	AFC000660	C(CC(C(=O)O)N)CC(C(=O)O)N
alpha-D-glucose 6-phosphate			15209-11-7	C00668	HMDB0001401	439284	17665	FDB021818	no entry found			CuCyc	AFC000661	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
dTDP-4-dehydro-6-deoxy-alpha-D-glucose				C11907	HMDB0001399	439292	16128	FDB022601	no entry found			CuCyc	AFC000662	CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O
dopaquinone			25520-73-4	C00822	HMDB0001229	439316	16852	FDB022501	no entry found			CuCyc	AFC000663	C1=CC(=O)C(=O)C=C1CC(C(=O)O)N
L-arogenic acid		"L-arogenate;pretyrosine"	53078-86-7	C00826	no entry found	439319	17530	no entry found	no entry found			CuCyc	AFC000664	C1=CC(C=CC1O)(CC(C(=O)O)N)C(=O)O
alpha-maltose			9005-84-9	C00897	HMDB0037138	439341	18167	FDB016133	no entry found			CuCyc	AFC000665	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
3-dehydroquinate			10534-44-8	C00944	HMDB0012710	439351	17947	FDB029168	no entry found			CuCyc	AFC000666	C1C(C(C(=O)CC1(C(=O)O)O)O)O
beta-D-galactose			7296-64-2	C00962	HMDB0003449	439353	27667	FDB021788	no entry found			CuCyc	AFC000667	C(C1C(C(C(C(O1)O)O)O)O)O
alpha-D-galactose			3646-73-9	C00984	HMDB0000143	439357	28061	FDB021787	no entry found			CuCyc	AFC000668	C(C1C(C(C(C(O1)O)O)O)O)O
L-gulonolactone		L-gulono-1,4-lactone	1128-23-0	C01040	HMDB0003466	439373	17587	FDB023179	no entry found			CuCyc	AFC000669	C(C(C1C(C(C(=O)O1)O)O)O)O
O-acetyl-L-homoserine			7540-67-2	C01077	HMDB0029423	439389	16288	FDB000523	no entry found			CuCyc	AFC000670	CC(=O)OCCC(C(=O)O)N
L-histidinol-phosphate			25679-93-0	C01100	no entry found	439398	16996	FDB030967	no entry found			CuCyc	AFC000671	C1=C(NC=N1)CC(COP(=O)(O)O)N
(3R)-3-hydroxy-3-methyl-5-(phosphonooxy)pentanoic acid		mevalonate-5-phosphate	73566-35-5	C01107	HMDB0001343	439400	17436	FDB031001	LMFA01050415			CuCyc	AFC000672	CC(CCOP(=O)(O)O)(CC(=O)O)O
O-succinyl-L-homoserine			1492-23-5	C01118	no entry found	439406	16160	FDB031067	no entry found			CuCyc	AFC000673	C(COC(=O)CCC(=O)O)C(C(=O)O)N
mevalonate-diphosphate		"(R)-5-diphosphomevalonate;mevalonate 5-diphosphate"	4872-34-8	C01143	HMDB0001090	439418	15899	FDB031002	LMFA01050416			CuCyc	AFC000674	CC(CCOP(=O)(O)OP(=O)(O)O)(CC(=O)O)O
7-dehydrocholesterol			434-16-2	C01164	HMDB0000032	439423	17759	FDB021882	LMST01010069			CuCyc	AFC000675	CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
beta-D-glucose-6-phosphate			15209-12-8	C01172	HMDB0003498	439427	17719	FDB031291	no entry found			CuCyc	AFC000676	C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O
(S)-3-amino-2-methylpropanoate			4249-19-8	C03284	HMDB0002166	439434	33094	FDB030157	no entry found			CuCyc	AFC000677	CC(CN)C(=O)O
N-methylethanolamine phosphate				C01210	HMDB0060173	439436	16463	FDB031042	no entry found			CuCyc	AFC000678	CNCCOP(=O)(O)O
D-myo-inositol (1,4)-bisphosphate			47055-78-7	C01220	HMDB0000968	439444	17816	FDB022343	no entry found			CuCyc	AFC000679	C1(C(C(C(C(C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O
6-phospho-D-glucono-1,5-lactone		D-glucono-1,5-lactone 6-phosphate	2641-81-8	C01236	HMDB0001127	439452	16938	FDB022440	no entry found			CuCyc	AFC000680	C(C1C(C(C(C(=O)O1)O)O)O)OP(=O)(O)O
N-acetyl-beta-D-glucosaminylamine				C01239	HMDB0001104	439454	15947	FDB031028	no entry found			CuCyc	AFC000681	CC(=O)NC1C(C(C(OC1N)CO)O)O
D-myo-inositol (1,3,4)-trisphosphate			98102-63-7	C01243	HMDB0001143	439455	18228	FDB022450	no entry found			CuCyc	AFC000682	C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
D-myo-inositol (1,4,5)-trisphosphate			85166-31-0	C01245	HMDB0001498	439456	16595	FDB022657	no entry found			CuCyc	AFC000683	C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
D-myo-inositol (1,3,4,5,6)-pentakisphosphate			20298-97-9	C01284	HMDB0003529	439468	16322	FDB023187	no entry found			CuCyc	AFC000684	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
cysteinylglycine			19246-18-5	C01419	HMDB0000078	439498	4047	FDB021891	no entry found			CuCyc	AFC000685	C(C(C(=O)NCC(=O)O)N)S
nigerose		sakebiose	497-48-3	C01518	HMDB0029882	439512	7570	FDB001117	no entry found			CuCyc	AFC000686	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O
stachyose			470-55-3	C01613	HMDB0003553	439531	17164	FDB012320	no entry found			"CuCyc;PMID_20566864"	AFC000687	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O
alpha-L-fucose			6696-41-9	C20835	HMDB0000174	439554	42548	FDB020543	no entry found			CuCyc	AFC000688	CC1C(C(C(C(O1)O)O)O)O
desmosterol			313-04-2	C01802	HMDB0002719	439577	17737	FDB005374	LMST01010016			CuCyc	AFC000689	CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
maltotriose		amylotriose	07/02/9057	C01835	HMDB0001262	439586	140999	FDB001196	no entry found			CuCyc	AFC000690	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
maltohexaose		maltohexanose	34620-77-4	C01936	HMDB0012253	439606	143182	FDB001191	no entry found			CuCyc	AFC000691	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O
phytanoyl-CoA			146622-45-9	C02060	HMDB0001359	439640	15538	FDB022577	no entry found			CuCyc	AFC000692	CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
chlorophyllide a			14897-06-4	C02139	no entry found	439664	16900	FDB030722	no entry found	C35H34MgN4O5	615	CuCyc	AFC000693	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]
D-(-)-threose			95-43-2	C06463	no entry found	439665	28587	no entry found	no entry found			PMID_31934503	AFC000694	C(C(C(C=O)O)O)O
beta-D-mannose			7322-31-8	C02209	no entry found	439680	28563	no entry found	no entry found			CuCyc	AFC000695	C(C1C(C(C(C(O1)O)O)O)O)O
digalacturonate			5894-59-7	C02273	HMDB0039721	439694	141006	FDB019359	no entry found	C12H18O13	370.26	CuCyc	AFC000696	C1(C(C(OC(C1O)OC2C(C(C(OC2C(=O)O)O)O)O)C(=O)O)O)O
beta-D-fructofuranose			53188-23-1	C02336	HMDB0000660	439709	28645	FDB031286	no entry found			CuCyc	AFC000697	C(C1C(C(C(O1)(CO)O)O)O)O
(S)-(+)-allantoin		S-allantoin	3844-67-5	C02350	HMDB0000462	439714	15678	FDB031153	no entry found			CuCyc	AFC000698	C1(C(=O)NC(=O)N1)NC(=O)N
3-cyano-L-alanine		beta-cyano-L-alanine	6232-19-5	C02512	HMDB0060245	439742	16934	FDB030412	no entry found			CuCyc	AFC000699	C(C#N)C(C(=O)O)N
3-dehydroshikimate			2922-42-1	C02637	no entry found	439774	30918	FDB030416	no entry found			CuCyc	AFC000700	C1C(C(C(=O)C=C1C(=O)O)O)O
3-dehydrosphinganine			16105-69-4	C02934	HMDB0001480	439853	17862	FDB022645	LMSP01020002			CuCyc	AFC000701	CCCCCCCCCCCCCCCC(=O)C(CO)N
5-phospho-beta-D-ribosyl-amine		5-phosphoribosylamine	02/06/6062	C03090	HMDB0001128	439905	37737	FDB022441	no entry found			CuCyc	AFC000702	C(C1C(C(C(O1)N)O)O)OP(=O)(O)O
nicotinamide riboside			1341-23-7	C03150	HMDB0000855	439924	15927	FDB022281	no entry found			CuCyc	AFC000703	C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N
S-ribosyl-L-homocysteine				C03539	no entry found	440041	90364	no entry found	no entry found			CuCyc	AFC000704	C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N
(4-hydroxyphenyl)acetaldehyde		4-hydroxyphenylacetaldehyde	7339-87-9	C03765	HMDB0003767	440113	15621	FDB030123	no entry found			CuCyc	AFC000705	C1=CC(=CC=C1CC=O)O
beta-L-arabinose 1-phosphate			50574-25-9	C03906	HMDB0012195	440160	15807	FDB028844	no entry found			CuCyc	AFC000706	C1C(C(C(C(O1)OP(=O)(O)O)O)O)O
(S)-1-pyrroline-5-carboxylate			64199-88-8	C03912	HMDB0001301	440162	371	FDB030153	no entry found			CuCyc	AFC000707	C1CC(N=C1)C(=O)O
R-4'-phosphopantothenoyl-L-cysteine			7196-09-0	C04352	HMDB0001117	440304	15769	FDB022432	no entry found			CuCyc	AFC000708	CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NC(CS)C(=O)O)O
N-acetyl-alpha-D-glucosamine 1-phosphate			25249-56-3	C04501	HMDB0001367	440364	16446	FDB022581	no entry found			CuCyc	AFC000709	CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O
fecosterol			516-86-9	C04525	no entry found	440371	17038	FDB030856	LMST01030095			CuCyc	AFC000710	CC(C)C(=C)CCC(C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C
Mg-protoporphyrin IX 13-monomethyl ester		magnesium-protoporphyrin IX 13-monomethyl ester		C04536	no entry found	440377	15432	FDB030987	no entry found			CuCyc	AFC000711	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C(=C3CCC(=O)O)C)CCC(=O)OC.[Mg+2]
D-myo-inositol (1,2,4,5,6)-pentakisphosphate			20298-95-7	C04563	no entry found	440388	16507	FDB030779	no entry found			CuCyc	AFC000712	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O
D-erythro-imidazole-glycerol-phosphate		D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	36244-87-8	C04666	HMDB0012208	440431	17805	FDB028853	no entry found			CuCyc	AFC000713	C1=C(NC=N1)C(C(COP(=O)(O)O)O)O
methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside				C04698	no entry found	440446	17512	no entry found	no entry found			CuCyc	AFC000714	CC1C(C(C(C(O1)OC2C(C(C(OC2OC)CO)O)O)O)O)O
(S)-NADHX			116561-22-9	C04856	HMDB0059644	440516	44236	FDB030173	no entry found			CuCyc	AFC000715	C1CC(=CN(C1O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
7-dehydrodesmosterol			1715-86-2	C05107	HMDB0003896	440558	27910	FDB030623	LMST01010121			CuCyc	AFC000716	CC(CCC=C(C)C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
24,25-dihydrolanosterol			79-62-9	C05109	HMDB0006839	440560	28113	FDB004614	LMST01010087			CuCyc	AFC000717	CC(C)CCCC(C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C
2-(alpha-hydroxyethyl)thiamine diphosphate		2-(1-hydroxyethyl)thiamine diphosphate	10055-47-7	C05125	HMDB0003904	440568	978	FDB023246	no entry found			CuCyc	AFC000718	CC1=C(SC(=[N+]1CC2=CN=C(N=C2N)C)C(C)O)CCOP(=O)(O)OP(=O)(O)O
D-melibiose		melibiose	585-99-9	C05402	HMDB0000048	440658	28053	FDB001204	no entry found			CuCyc	AFC000719	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O
dehydroascorbic acid		L-dehydro-ascorbate	490-83-5	C05422	HMDB0001264	440667	27956	FDB011907	no entry found			"CuCyc;PMID_31263475;Tlili at al 2011"	AFC000720	C(C(C1C(=O)C(=O)C(=O)O1)O)O
eriodictyol		3',4',5,7-tetrahydroxyflavanone	552-58-9	C05631	HMDB0005810	440735	28412	FDB011936	LMPK12140002			CuCyc	AFC000721	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O
pelargonidin			7690-51-9	C05904	HMDB0125089	440832	25863	FDB012426	LMPK12010003			PMID_31263475	AFC000722	C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O
N(2)-succinyl-L-glutamic acid			33981-72-5	C05931	no entry found	440847	48957	no entry found	no entry found			CuCyc	AFC000723	C(CC(=O)O)C(C(=O)O)NC(=O)CCC(=O)O
N-succinyl-L-glutamic 5-semialdehyde		N2-succinyl-L-glutamate 5-semialdehyde		C05932	HMDB0001180	440848	27657	FDB022470	no entry found			CuCyc	AFC000724	C(CC(C(=O)O)NC(=O)CCC(=O)O)C=O
4-acetamidobutanal			24431-54-7	C05936	HMDB0004226	440850	7386	FDB030480	no entry found			CuCyc	AFC000725	CC(=O)NCCCC=O
(S)-2-acetolactate		(2S)-2-hydroxy-2-methyl-3-oxobutanoic acid	71698-08-3	C06010	HMDB0006855	440878	18409	FDB024120	LMFA01050460			CuCyc	AFC000726	CC(=O)C(C)(C(=O)O)O
gibberellin A53		GA53	51576-08-0	C06094	HMDB0036895	440914	27433	FDB015855	LMPR0104170007			CuCyc	AFC000727	CC12CCCC(C1C(C34C2CCC(C3)(C(=C)C4)O)C(=O)O)(C)C(=O)O
(S)-norcoclaurine			22672-77-1	C06160	no entry found	440927	17729	FDB011811	no entry found			CuCyc	AFC000728	C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O
cellulase			61788-77-0	D03434	no entry found	440950	41753	FDB001196	no entry found			"PMID_21384347;Kim et al 2009"	AFC000729	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
(-)-beta-pinene			18172-67-3	C06307	HMDB0036560	440967	28359	FDB015463	LMPR0102120013			CuCyc	AFC000730	CC1(C2CCC(=C)C1C2)C
(-)-alpha-pinene		pinene	7785-26-4	C06308	HMDB0035658	440968	28660	FDB004843	no entry found			"CuCyc;phytochem.nal.usda"	AFC000731	CC1=CCC2CC1C2(C)C
phlorisovalerophenone		3-methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one	26103-97-9	C07350	HMDB0033798	441269	15951	FDB011960	no entry found			CuCyc	AFC000732	CC(C)CC(=O)C1=C(C=C(C=C1O)O)O
ajugose			512-72-1	C08238	no entry found	441421	28554	FDB030659	no entry found	C36H62O31	990.9	CuCyc	AFC000733	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)OCC5C(C(C(C(O5)OC6(C(C(C(O6)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O
verbascose			546-62-3	C08252	no entry found	441434	28586	FDB005666	no entry found			"CuCyc;PMID_20566864"	AFC000734	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OCC4C(C(C(C(O4)OC5(C(C(C(O5)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O)O)O)O
canaline		L-canaline	496-93-5	C08270	HMDB0012251	441443	41401	FDB030959	no entry found			CuCyc	AFC000735	C(CON)C(C(=O)O)N
beta-D-galactopyranuronic acid		pectin, soluble fiber	18968-14-4	C08348	HMDB0003402	441476	47954	FDB023162	no entry found			"phytochem.nal.usda;PMID_28049426;PMID_32331642"	AFC000736	C1(C(C(OC(C1O)O)C(=O)O)O)O
cimifugin			37921-38-3	C09000	no entry found	441960	3701	no entry found	no entry found			Abu-Reidah et al 2013	AFC000737	CC(C)(C1CC2=C(O1)C=C3C(=C2OC)C(=O)C=C(O3)CO)O
alpha-chamigrene			19912-83-5	C09635	no entry found	442351	10220	no entry found	no entry found			CuCyc	AFC000738	CC1=CCC2(CC1)C(=CCCC2(C)C)C
benzoylsuccinyl-CoA				C09820	no entry found	442449	28882	no entry found	no entry found			CuCyc	AFC000739	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(CC(=O)O)C(=O)C4=CC=CC=C4)O
lignans			477-47-4	C10871	HMDB0031452	443013	25306	FDB005955	no entry found			PMID_32538082	AFC000740	COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
(3R)-linalool			126-91-0	C11388	HMDB0036102	443158	28	FDB014941	LMPR0102010013			CuCyc	AFC000741	CC(=CCCC(C)(C=C)O)C
(-)-alpha-terpineol			10482-56-1	C11393	HMDB0036086	443162	128	FDB014922	no entry found			CuCyc	AFC000742	CC1=CCC(CC1)C(C)(C)O
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol		4-CDP-2-C-methyl-D-erythritol	263016-94-0	C11435	no entry found	443199	16578	FDB030479	no entry found			CuCyc	AFC000743	CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O
2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol		4-CDP-2-C-methyl-D-erythritol 2-phosphate	263016-95-1	C11436	no entry found	443200	16840	FDB030358	no entry found			CuCyc	AFC000744	CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)OP(=O)(O)O
1-deoxy-D-xylulose 5-phosphate			190079-18-6	C11437	HMDB0001213	443201	16493	FDB022494	no entry found			"CuCyc;PMID_31263475"	AFC000745	CC(=O)C(C(COP(=O)(O)O)O)O
2'deoxy-thymidine-5'-diphospho-alpha-D-glucose		"dTDP-alpha-D-glucose;dTDP-D-glucose"	2196-62-5	C00842	HMDB0001328	443210	15700	FDB022557	no entry found			CuCyc	AFC000746	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O
dTDP-4-dehydro-beta-L-rhamnose		dTDP-4-dehydro-6-deoxy-beta-L-mannose		C00688	HMDB0006354	443211	45868	FDB023902	no entry found			CuCyc	AFC000747	CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O
4,4-dimethyl-5-alpha-cholesta-8,14,24-trien-3-beta-ol			64284-64-6	C11455	HMDB0001023	443212	17813	FDB022376	LMST01010149			CuCyc	AFC000748	CC(CCC=C(C)C)C1CC=C2C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C
4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol			74635-33-9	C11508	HMDB0006928	443237	30109	FDB011216	LMST01031020			CuCyc	AFC000749	CC1C2CCC3=C(C2(CCC1O)C)CCC4(C3=CCC4C(C)CCC(=C)C(C)C)C
D-myo-inositol (1,4,5,6)-tetrakisphosphate			121010-58-0	C11555	HMDB0004527	443266	16067	FDB023378	no entry found			CuCyc	AFC000750	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
divinyl protochlorophyllide a		2,4-divinylprotochlorophyllide	18433-30-2	C11831	no entry found	443429	30619	no entry found	no entry found			CuCyc	AFC000751	CC1=C(C2=CC3=NC(=CC4=C(C5=C([N-]4)C(=C6C(=C(C(=N6)C=C1[N-]2)C)CCC(=O)O)C(C5=O)C(=O)OC)C)C(=C3C)C=C)C=C.[Mg+2]
gibberellin A12		GA12	1164-45-0	C11857	no entry found	443450	30088	FDB013659	LMPR0104170014			CuCyc	AFC000752	CC12CCCC(C1C(C34C2CCC(C3)C(=C)C4)C(=O)O)(C)C(=O)O
gibberellin A24		GA24	19427-32-8	C11861	no entry found	443454	32906	FDB013672	LMPR0104170018			CuCyc	AFC000753	CC1(CCCC2(C1C(C34C2CCC(C3)C(=C)C4)C(=O)O)C=O)C(=O)O
gibberellin A36		GA36	38076-57-2	C11862	no entry found	443455	29595	FDB030871	LMPR0104170019			CuCyc	AFC000754	CC1(C(CCC2(C1C(C34C2CCC(C3)C(=C)C4)C(=O)O)C=O)O)C(=O)O
gibberellin A51		GA51	56978-14-4	C11865	HMDB0035021	443458	29599	FDB013655	LMPR0104170022			CuCyc	AFC000755	CC12CC(CC3(C1C(C45C3CCC(C4)C(=C)C5)C(=O)O)OC2=O)O
gibberellin A8-catabolite		GA8-catabolite	78791-79-4	C11870	no entry found	443463	29604	FDB030874	LMPR0104170027			CuCyc	AFC000756	CC1(C2C(C34CC(=C)C(C3)(CCC4C2=CC(=O)C1O)O)C(=O)O)C(=O)O
ent-kaurenol		"kaur-16-en-18-ol;kaurenol;ent-kaurenol"	2300-11-0	C11872	no entry found	443465	29611	FDB030849	LMPR0104130003			CuCyc	AFC000757	CC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4)C)CO
ent-kaurenal		"kaur-16-en-18-al;kaurenal;ent-kaur-16-en-19-al"	14046-84-5	C11873	HMDB0036728	443466	29609	FDB030847	LMPR0104130005			CuCyc	AFC000758	CC1(CCCC2(C1CCC34C2CCC(C3)C(=C)C4)C)C=O
arsenite			7784-46-5	C06697	HMDB0011620	443495	29678	FDB028324	no entry found			CuCyc	AFC000759	[O-][As]=O.[Na+]
soyasaponin II			55319-36-3	C12081	HMDB0034650	443614	29679	FDB013174	no entry found			CuCyc	AFC000760	CC1C(C(C(C(O1)OC2C(C(COC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)O)O)O)O)O
5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H imidazole-5-carboxylate				C12248	HMDB0059663	443736	31132	FDB001617	no entry found			CuCyc	AFC000761	C1(=NC(=O)NC1(C(=O)O)O)NC(=O)N
protoheme IX		protoporphyrin IX containing Fe	14875-96-8	C00032	HMDB0003178	444097	no entry found	FDB031136	no entry found			CuCyc	AFC000762	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2]
dephospho-CoA			3633-59-8	C00882	HMDB0001373	444485	15468	FDB022585	LMFA07050315			CuCyc	AFC000763	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
acetyl coenzyme A			72-89-9	C00024	HMDB0001206	444493	15351	FDB022491	LMFA07050281			"CuCyc;PMID_31263475"	AFC000764	CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
cinnamic acid		"trans-cinnamate;trans-cinnamic acid"	140-10-3	C00423	HMDB0000930	444539	27386	FDB012052	no entry found			"CuCyc;PMID_31263475"	AFC000765	C1=CC=C(C=C1)C=CC(=O)O
arachidonate			506-32-1	C00219	HMDB0001043	444899	15843	FDB011872	LMFA01030001			CuCyc	AFC000766	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
fumaric acid			110-17-8	C00122	HMDB0000134	444972	18012	FDB003291	no entry found			"PMID_16881688;PMID_31934503"	AFC000767	C(=CC(=O)O)C(=O)O
prostaglandin H2			42935-17-1	C00427	HMDB0001381	445049	15554	FDB031134	LMFA03010010			CuCyc	AFC000768	CCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OO2)O
(2E,6E)-farnesol			106-28-5	C01126	HMDB0004305	445070	16619	FDB014891	LMPR0103010001			CuCyc	AFC000769	CC(=CCCC(=CCCC(=CCO)C)C)C
(S)-3-hydroxy-3-methylglutaryl-CoA		HMG-CoA	1553-55-5	C00356	HMDB0001375	445127	15467	FDB022587	LMFA07050116			CuCyc	AFC000770	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C)(CC(=O)O)O)O
